<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.08.04	13:45:00	3358.11	3358.41	3356.95	3357.88	2225	0	7
2025.08.04	14:00:00	3357.90	3364.64	3357.77	3363.88	3624	0	7
2025.08.04	14:15:00	3363.88	3368.09	3363.88	3367.70	2998	0	7
2025.08.04	14:30:00	3367.70	3368.34	3365.67	3368.28	2658	0	7
2025.08.04	14:45:00	3368.27	3370.74	3367.70	3370.37	3219	0	7
2025.08.04	15:00:00	3370.38	3371.58	3367.09	3367.10	3636	0	7
2025.08.04	15:15:00	3367.11	3368.77	3363.77	3363.86	3633	0	7
2025.08.04	15:30:00	3363.88	3364.66	3361.14	3363.23	4032	0	7
2025.08.04	15:45:00	3363.23	3369.00	3363.14	3367.82	3442	0	7
2025.08.04	16:00:00	3367.83	3373.53	3367.11	3373.33	4702	0	7
2025.08.04	16:15:00	3373.33	3377.42	3372.95	3375.63	4953	0	7
2025.08.04	16:30:00	3375.63	3378.09	3373.54	3376.14	5579	0	7
2025.08.04	16:45:00	3376.12	3385.46	3376.12	3383.33	5630	0	7
2025.08.04	17:00:00	3383.35	3384.67	3376.72	3377.48	5593	0	7
2025.08.04	17:15:00	3377.48	3378.75	3374.87	3377.47	5089	0	7
2025.08.04	17:30:00	3377.48	3379.84	3376.79	3376.81	4062	0	7
2025.08.04	17:45:00	3376.81	3376.89	3371.94	3374.04	5308	0	7
2025.08.04	18:00:00	3374.03	3375.70	3371.57	3374.10	5019	0	7
2025.08.04	18:15:00	3374.07	3374.97	3371.49	3372.26	3950	0	7
2025.08.04	18:30:00	3372.23	3375.91	3370.70	3375.71	3671	0	7
2025.08.04	18:45:00	3375.72	3376.17	3373.96	3374.37	3108	0	7
2025.08.04	19:00:00	3374.37	3378.20	3373.72	3377.69	3189	0	7
2025.08.04	19:15:00	3377.69	3378.09	3372.96	3373.97	3000	0	7
2025.08.04	19:30:00	3373.97	3374.02	3371.25	3371.73	2879	0	7
2025.08.04	19:45:00	3371.72	3372.46	3370.66	3370.97	2587	0	7
2025.08.04	20:00:00	3370.97	3373.27	3370.71	3372.01	2408	0	7
2025.08.04	20:15:00	3372.01	3373.31	3371.18	3372.52	2646	0	7
2025.08.04	20:30:00	3372.53	3374.34	3371.91	3372.91	2321	0	7
2025.08.04	20:45:00	3372.90	3374.33	3371.96	3374.02	2221	0	7
2025.08.04	21:00:00	3374.07	3375.25	3373.29	3374.40	1773	0	7
2025.08.04	21:15:00	3374.39	3376.89	3374.13	3376.01	2212	0	7
2025.08.04	21:30:00	3376.02	3376.72	3375.19	3375.73	1991	0	7
2025.08.04	21:45:00	3375.74	3376.75	3375.47	3375.86	1939	0	7
2025.08.04	22:00:00	3375.84	3377.18	3375.74	3376.25	1777	0	7
2025.08.04	22:15:00	3376.25	3376.88	3375.47	3376.64	1944	0	7
2025.08.04	22:30:00	3376.65	3377.15	3375.75	3376.08	1937	0	7
2025.08.04	22:45:00	3376.08	3376.44	3374.53	3376.08	2724	0	7
2025.08.04	23:00:00	3376.07	3376.48	3374.76	3376.30	1282	0	7
2025.08.04	23:15:00	3376.32	3376.97	3375.63	3376.06	1038	0	7
2025.08.04	23:30:00	3376.06	3376.09	3373.53	3373.64	788	0	7
2025.08.04	23:45:00	3373.63	3374.37	3373.46	3373.79	811	0	7
2025.08.05	01:00:00	3371.23	3376.54	3371.23	3374.83	949	0	7
2025.08.05	01:15:00	3374.83	3375.64	3374.54	3374.72	708	0	7
2025.08.05	01:30:00	3374.71	3375.39	3373.81	3374.30	661	0	7
2025.08.05	01:45:00	3374.29	3375.04	3374.11	3374.81	679	0	7
2025.08.05	02:00:00	3374.79	3378.99	3374.79	3378.77	1604	0	7
2025.08.05	02:15:00	3378.75	3379.38	3377.80	3379.20	1220	0	7
2025.08.05	02:30:00	3379.20	3379.68	3376.87	3377.55	1182	0	7
2025.08.05	02:45:00	3377.55	3378.53	3376.46	3377.47	1350	0	7
2025.08.05	03:00:00	3377.46	3378.97	3375.97	3377.11	1923	0	7
2025.08.05	03:15:00	3377.19	3378.64	3376.70	3377.52	1750	0	7
2025.08.05	03:30:00	3377.50	3380.24	3377.50	3379.60	1821	0	7
2025.08.05	03:45:00	3379.60	3381.37	3379.06	3379.87	2311	0	7
2025.08.05	04:00:00	3379.85	3382.46	3379.34	3379.66	3113	0	7
2025.08.05	04:15:00	3379.65	3380.33	3378.01	3380.00	2281	0	7
2025.08.05	04:30:00	3380.01	3382.28	3379.63	3380.71	2594	0	7
2025.08.05	04:45:00	3380.72	3381.57	3379.08	3379.11	1708	0	7
2025.08.05	05:00:00	3379.12	3381.35	3378.27	3380.55	2213	0	7
2025.08.05	05:15:00	3380.53	3381.43	3375.71	3375.97	1986	0	7
2025.08.05	05:30:00	3375.99	3378.17	3374.50	3375.44	2681	0	7
2025.08.05	05:45:00	3375.44	3376.19	3373.75	3373.75	1760	0	7
2025.08.05	06:00:00	3373.76	3375.03	3373.34	3373.40	1821	0	7
2025.08.05	06:15:00	3373.39	3375.46	3372.89	3373.33	2029	0	7
2025.08.05	06:30:00	3373.34	3374.11	3372.56	3372.98	1145	0	7
2025.08.05	06:45:00	3372.97	3374.84	3372.16	3372.18	1858	0	7
2025.08.05	07:00:00	3372.18	3373.19	3371.24	3372.46	1582	0	7
2025.08.05	07:15:00	3372.47	3372.83	3371.67	3372.47	1207	0	7
2025.08.05	07:30:00	3372.49	3372.49	3371.45	3371.81	1079	0	7
2025.08.05	07:45:00	3371.81	3372.58	3371.06	3371.15	1333	0	7
2025.08.05	08:00:00	3371.15	3371.17	3368.60	3368.93	2221	0	7
2025.08.05	08:15:00	3368.94	3370.80	3367.72	3369.31	2210	0	7
2025.08.05	08:30:00	3369.32	3372.07	3369.12	3370.61	2329	0	7
2025.08.05	08:45:00	3370.61	3374.14	3370.20	3374.03	2147	0	7
2025.08.05	09:00:00	3374.04	3374.20	3369.98	3370.78	2614	0	7
2025.08.05	09:15:00	3370.78	3370.91	3368.63	3369.51	2258	0	7
2025.08.05	09:30:00	3369.51	3370.46	3366.43	3366.47	2572	0	7
2025.08.05	09:45:00	3366.45	3368.11	3365.77	3366.27	2400	0	7
2025.08.05	10:00:00	3366.27	3371.13	3366.15	3369.49	3159	0	7
2025.08.05	10:15:00	3369.46	3374.64	3369.14	3374.27	3158	0	7
2025.08.05	10:30:00	3374.25	3375.54	3372.35	3373.42	2615	0	7
2025.08.05	10:45:00	3373.41	3374.41	3371.23	3373.67	2716	0	7
2025.08.05	11:00:00	3373.65	3373.69	3370.74	3371.99	3001	0	7
2025.08.05	11:15:00	3371.99	3374.67	3371.43	3372.82	2315	0	7
2025.08.05	11:30:00	3372.82	3373.46	3368.63	3369.08	1931	0	7
2025.08.05	11:45:00	3369.07	3369.38	3366.08	3366.17	2838	0	7
2025.08.05	12:00:00	3366.17	3366.34	3364.09	3365.32	2472	0	7
2025.08.05	12:15:00	3365.32	3366.27	3364.90	3364.99	2125	0	7
2025.08.05	12:30:00	3364.99	3365.18	3362.14	3363.72	2593	0	7
2025.08.05	12:45:00	3363.70	3365.33	3358.92	3359.66	3253	0	7
2025.08.05	13:00:00	3359.67	3361.79	3354.90	3356.71	3149	0	7
2025.08.05	13:15:00	3356.71	3358.20	3354.56	3356.35	2791	0	7
2025.08.05	13:30:00	3356.34	3358.01	3355.82	3357.85	2390	0	7
2025.08.05	13:45:00	3357.84	3358.00	3352.97	3353.18	2692	0	7
2025.08.05	14:00:00	3353.17	3354.23	3351.40	3353.36	2896	0	7
2025.08.05	14:15:00	3353.36	3354.06	3351.89	3352.24	2460	0	7
2025.08.05	14:30:00	3352.22	3352.79	3349.97	3351.42	2663	0	7
2025.08.05	14:45:00	3351.43	3354.38	3351.00	3351.48	2620	0	7
2025.08.05	15:00:00	3351.45	3355.25	3349.98	3353.19	3113	0	7
2025.08.05	15:15:00	3353.19	3360.87	3352.23	3360.85	4322	0	7
2025.08.05	15:30:00	3360.90	3365.88	3360.26	3363.86	4272	0	7
2025.08.05	15:45:00	3363.85	3367.03	3362.89	3366.15	3173	0	7
2025.08.05	16:00:00	3366.27	3369.16	3366.00	3369.09	4010	0	7
2025.08.05	16:15:00	3369.08	3371.70	3368.63	3370.35	3176	0	7
2025.08.05	16:30:00	3370.34	3379.70	3369.28	3376.81	5959	0	7
2025.08.05	16:45:00	3376.75	3378.47	3372.13	3373.63	5114	0	7
2025.08.05	17:00:00	3373.67	3380.71	3370.66	3372.86	7083	0	7
2025.08.05	17:15:00	3372.89	3382.39	3372.88	3379.88	6013	0	7
2025.08.05	17:30:00	3379.83	3384.60	3378.77	3384.26	5326	0	7
2025.08.05	17:45:00	3384.26	3386.62	3382.43	3385.35	5113	0	7
2025.08.05	18:00:00	3385.34	3387.44	3384.39	3386.29	4261	0	7
2025.08.05	18:15:00	3386.43	3388.02	3383.75	3384.84	3711	0	7
2025.08.05	18:30:00	3384.87	3386.80	3382.30	3386.70	3837	0	7
2025.08.05	18:45:00	3386.69	3390.12	3386.68	3389.60	3184	0	7
2025.08.05	19:00:00	3389.61	3390.49	3386.53	3387.08	2710	0	7
2025.08.05	19:15:00	3387.08	3387.26	3381.67	3382.54	3047	0	7
2025.08.05	19:30:00	3382.55	3383.12	3377.00	3380.47	3546	0	7
2025.08.05	19:45:00	3380.48	3382.20	3378.88	3382.10	2528	0	7
2025.08.05	20:00:00	3382.11	3382.31	3380.26	3381.13	1869	0	7
2025.08.05	20:15:00	3381.14	3382.47	3379.11	3380.12	2436	0	7
2025.08.05	20:30:00	3380.10	3382.84	3379.94	3381.85	2180	0	7
2025.08.05	20:45:00	3381.87	3381.99	3379.13	3380.16	2291	0	7
2025.08.05	21:00:00	3380.17	3380.67	3378.95	3379.18	1988	0	7
2025.08.05	21:15:00	3379.18	3381.20	3378.49	3379.75	2372	0	7
2025.08.05	21:30:00	3379.76	3381.02	3378.82	3379.89	1862	0	7
2025.08.05	21:45:00	3379.90	3380.74	3379.38	3380.08	2030	0	7
2025.08.05	22:00:00	3380.09	3380.28	3378.19	3380.13	1781	0	7
2025.08.05	22:15:00	3380.13	3381.42	3379.64	3379.73	1650	0	7
2025.08.05	22:30:00	3379.75	3381.03	3379.26	3379.61	1513	0	7
2025.08.05	22:45:00	3379.61	3380.81	3378.91	3379.05	2259	0	7
2025.08.05	23:00:00	3379.04	3380.21	3378.82	3379.74	852	0	7
2025.08.05	23:15:00	3379.74	3380.53	3379.58	3379.82	641	0	7
2025.08.05	23:30:00	3379.80	3380.41	3378.52	3379.82	865	0	7
2025.08.05	23:45:00	3379.82	3380.93	3379.05	3380.91	864	0	7
2025.08.06	01:00:00	3380.75	3381.92	3379.88	3379.93	793	0	7
2025.08.06	01:15:00	3379.93	3379.96	3379.05	3379.15	834	0	7
2025.08.06	01:30:00	3379.15	3379.80	3378.21	3379.72	775	0	7
2025.08.06	01:45:00	3379.70	3380.43	3379.60	3379.74	692	0	7
2025.08.06	02:00:00	3379.65	3381.32	3379.07	3380.94	1014	0	7
2025.08.06	02:15:00	3380.94	3382.17	3380.80	3381.89	925	0	7
2025.08.06	02:30:00	3381.89	3383.29	3381.87	3382.75	1418	0	7
2025.08.06	02:45:00	3382.75	3383.99	3382.22	3383.30	1359	0	7
2025.08.06	03:00:00	3383.25	3383.71	3381.59	3383.02	2140	0	7
2025.08.06	03:15:00	3383.02	3385.31	3382.72	3384.98	1731	0	7
2025.08.06	03:30:00	3384.98	3385.40	3380.98	3382.81	2018	0	7
2025.08.06	03:45:00	3382.82	3383.73	3380.94	3383.48	2081	0	7
2025.08.06	04:00:00	3383.48	3383.68	3377.67	3378.05	2829	0	7
2025.08.06	04:15:00	3378.06	3379.17	3376.11	3378.09	2755	0	7
2025.08.06	04:30:00	3378.09	3381.71	3377.99	3379.33	2820	0	7
2025.08.06	04:45:00	3379.31	3379.52	3373.22	3376.14	2894	0	7
2025.08.06	05:00:00	3376.05	3377.85	3374.29	3375.19	2416	0	7
2025.08.06	05:15:00	3375.20	3376.67	3374.29	3375.46	1913	0	7
2025.08.06	05:30:00	3375.46	3377.54	3375.15	3376.29	1932	0	7
2025.08.06	05:45:00	3376.30	3376.62	3374.40	3376.32	1645	0	7
2025.08.06	06:00:00	3376.36	3377.36	3375.54	3375.73	1771	0	7
2025.08.06	06:15:00	3375.74	3378.39	3375.50	3377.02	1644	0	7
2025.08.06	06:30:00	3377.02	3377.27	3373.56	3375.21	1883	0	7
2025.08.06	06:45:00	3375.20	3375.31	3374.01	3374.63	1244	0	7
2025.08.06	07:00:00	3374.62	3375.61	3374.62	3374.70	961	0	7
2025.08.06	07:15:00	3374.66	3376.50	3374.57	3374.83	1129	0	7
2025.08.06	07:30:00	3374.86	3376.14	3374.46	3374.83	1064	0	7
2025.08.06	07:45:00	3374.83	3375.08	3372.24	3372.46	1386	0	7
2025.08.06	08:00:00	3372.47	3373.28	3371.33	3372.13	1600	0	7
2025.08.06	08:15:00	3372.13	3372.76	3370.74	3371.80	1555	0	7
2025.08.06	08:30:00	3371.80	3373.88	3370.81	3370.89	2205	0	7
2025.08.06	08:45:00	3370.79	3374.72	3370.72	3374.33	2158	0	7
2025.08.06	09:00:00	3374.33	3376.80	3373.22	3375.47	2270	0	7
2025.08.06	09:15:00	3375.47	3377.97	3375.06	3377.26	2357	0	7
2025.08.06	09:30:00	3377.25	3378.71	3376.48	3377.02	2011	0	7
2025.08.06	09:45:00	3377.01	3377.32	3373.97	3375.20	2010	0	7
2025.08.06	10:00:00	3375.17	3375.21	3371.29	3372.10	2395	0	7
2025.08.06	10:15:00	3372.09	3372.82	3369.07	3370.25	2286	0	7
2025.08.06	10:30:00	3370.27	3375.12	3370.10	3374.60	2236	0	7
2025.08.06	10:45:00	3374.59	3377.19	3373.40	3373.61	2596	0	7
2025.08.06	11:00:00	3373.60	3374.76	3368.59	3369.26	3212	0	7
2025.08.06	11:15:00	3369.24	3370.34	3365.26	3366.77	2612	0	7
2025.08.06	11:30:00	3366.77	3367.62	3364.99	3366.43	2337	0	7
2025.08.06	11:45:00	3366.47	3367.14	3364.91	3365.16	1852	0	7
2025.08.06	12:00:00	3365.17	3367.41	3365.05	3365.96	2558	0	7
2025.08.06	12:15:00	3365.95	3367.82	3364.13	3364.57	2373	0	7
2025.08.06	12:30:00	3364.58	3364.59	3362.43	3362.44	2336	0	7
2025.08.06	12:45:00	3362.44	3362.46	3358.21	3358.91	3317	0	7
2025.08.06	13:00:00	3358.91	3362.95	3358.28	3362.90	3232	0	7
2025.08.06	13:15:00	3362.89	3365.53	3362.08	3363.77	2937	0	7
2025.08.06	13:30:00	3363.77	3363.79	3359.96	3361.17	2494	0	7
2025.08.06	13:45:00	3361.25	3365.33	3360.55	3363.66	2274	0	7
2025.08.06	14:00:00	3363.66	3364.48	3360.75	3364.40	2057	0	7
2025.08.06	14:15:00	3364.41	3366.67	3363.68	3366.25	2265	0	7
2025.08.06	14:30:00	3366.25	3367.03	3364.96	3365.61	2021	0	7
2025.08.06	14:45:00	3365.59	3365.81	3363.94	3365.22	1934	0	7
2025.08.06	15:00:00	3365.22	3365.22	3360.62	3360.70	2809	0	7
2025.08.06	15:15:00	3360.71	3365.40	3360.25	3364.51	3187	0	7
2025.08.06	15:30:00	3364.48	3364.90	3360.75	3364.33	3480	0	7
2025.08.06	15:45:00	3364.33	3369.29	3363.32	3367.59	3553	0	7
2025.08.06	16:00:00	3367.62	3371.47	3367.25	3368.62	4406	0	7
2025.08.06	16:15:00	3368.61	3370.57	3368.14	3369.17	3555	0	7
2025.08.06	16:30:00	3369.18	3371.03	3365.34	3366.12	5994	0	7
2025.08.06	16:45:00	3366.11	3373.56	3365.68	3371.72	5309	0	7
2025.08.06	17:00:00	3371.72	3373.90	3369.45	3371.88	4590	0	7
2025.08.06	17:15:00	3371.87	3376.58	3371.31	3376.34	3970	0	7
2025.08.06	17:30:00	3376.34	3377.40	3374.65	3377.29	3871	0	7
2025.08.06	17:45:00	3377.27	3379.38	3376.03	3379.37	3323	0	7
2025.08.06	18:00:00	3379.36	3379.95	3377.33	3378.13	3637	0	7
2025.08.06	18:15:00	3378.13	3378.45	3375.61	3376.52	3248	0	7
2025.08.06	18:30:00	3376.53	3376.79	3370.22	3375.56	4793	0	7
2025.08.06	18:45:00	3375.54	3379.10	3375.33	3377.49	4014	0	7
2025.08.06	19:00:00	3377.48	3379.38	3375.49	3375.49	3207	0	7
2025.08.06	19:15:00	3375.45	3376.10	3372.91	3374.84	2800	0	7
2025.08.06	19:30:00	3374.84	3376.89	3374.25	3376.27	2533	0	7
2025.08.06	19:45:00	3376.23	3376.86	3374.27	3376.14	2923	0	7
2025.08.06	20:00:00	3376.13	3377.62	3374.01	3374.53	3096	0	7
2025.08.06	20:15:00	3374.53	3374.60	3370.85	3372.69	3383	0	7
2025.08.06	20:30:00	3372.69	3376.16	3372.40	3375.52	2783	0	7
2025.08.06	20:45:00	3375.52	3376.30	3374.37	3374.55	2139	0	7
2025.08.06	21:00:00	3374.55	3374.58	3370.10	3370.10	2794	0	7
2025.08.06	21:15:00	3370.11	3370.64	3369.03	3369.70	2601	0	7
2025.08.06	21:30:00	3369.69	3372.76	3369.63	3372.67	2319	0	7
2025.08.06	21:45:00	3372.69	3374.48	3371.35	3371.61	2347	0	7
2025.08.06	22:00:00	3371.59	3371.96	3370.43	3371.11	2157	0	7
2025.08.06	22:15:00	3371.13	3373.15	3370.89	3371.72	3001	0	7
2025.08.06	22:30:00	3371.73	3372.76	3371.44	3371.81	1752	0	7
2025.08.06	22:45:00	3371.82	3372.08	3370.39	3371.77	2324	0	7
2025.08.06	23:00:00	3371.75	3372.22	3369.98	3370.17	1230	0	7
2025.08.06	23:15:00	3370.19	3370.24	3368.58	3368.81	1348	0	7
2025.08.06	23:30:00	3368.80	3368.97	3367.23	3367.54	1788	0	7
2025.08.06	23:45:00	3367.57	3369.21	3367.39	3369.06	1454	0	7
2025.08.07	01:00:00	3370.33	3374.83	3368.89	3371.79	1748	0	7
2025.08.07	01:15:00	3371.73	3372.45	3370.03	3371.23	1913	0	7
2025.08.07	01:30:00	3371.18	3372.35	3370.22	3372.09	1391	0	7
2025.08.07	01:45:00	3372.09	3372.52	3370.71	3372.03	1384	0	7
2025.08.07	02:00:00	3372.00	3372.07	3368.78	3370.35	1542	0	7
2025.08.07	02:15:00	3370.33	3371.36	3368.85	3369.04	1416	0	7
2025.08.07	02:30:00	3369.05	3369.50	3367.73	3368.80	1539	0	7
2025.08.07	02:45:00	3368.80	3370.78	3368.63	3370.18	2365	0	7
2025.08.07	03:00:00	3370.21	3370.81	3365.40	3369.99	2820	0	7
2025.08.07	03:15:00	3369.98	3372.98	3369.31	3372.39	3968	0	7
2025.08.07	03:30:00	3372.55	3374.91	3371.49	3371.55	4449	0	7
2025.08.07	03:45:00	3371.51	3373.46	3370.11	3372.29	4069	0	7
2025.08.07	04:00:00	3372.18	3376.62	3370.11	3376.35	4832	0	7
2025.08.07	04:15:00	3376.39	3378.24	3375.06	3377.94	3935	0	7
2025.08.07	04:30:00	3377.94	3382.13	3377.60	3381.69	3955	0	7
2025.08.07	04:45:00	3381.71	3382.56	3379.69	3382.37	3034	0	7
2025.08.07	05:00:00	3382.37	3384.00	3380.45	3381.95	3092	0	7
2025.08.07	05:15:00	3381.86	3381.92	3378.55	3379.00	3233	0	7
2025.08.07	05:30:00	3378.99	3381.54	3378.29	3380.97	2359	0	7
2025.08.07	05:45:00	3380.97	3381.72	3379.63	3379.66	2074	0	7
2025.08.07	06:00:00	3379.66	3379.80	3376.97	3377.91	2480	0	7
2025.08.07	06:15:00	3377.92	3378.39	3376.52	3378.15	1851	0	7
2025.08.07	06:30:00	3378.14	3379.16	3376.95	3377.54	2005	0	7
2025.08.07	06:45:00	3377.58	3380.44	3377.52	3379.79	2808	0	7
2025.08.07	07:00:00	3379.78	3380.28	3378.04	3378.61	2117	0	7
2025.08.07	07:15:00	3378.61	3380.75	3377.49	3377.94	2793	0	7
2025.08.07	07:30:00	3377.92	3379.75	3377.91	3378.72	2055	0	7
2025.08.07	07:45:00	3378.72	3379.68	3376.93	3377.59	1947	0	7
2025.08.07	08:00:00	3377.58	3380.99	3377.40	3378.89	3482	0	7
2025.08.07	08:15:00	3378.91	3379.85	3377.31	3379.76	3172	0	7
2025.08.07	08:30:00	3379.80	3379.85	3372.42	3372.57	4137	0	7
2025.08.07	08:45:00	3372.56	3375.98	3371.69	3375.58	4045	0	7
2025.08.07	09:00:00	3375.69	3379.18	3375.10	3378.54	5079	0	7
2025.08.07	09:15:00	3378.55	3380.89	3377.61	3380.36	4421	0	7
2025.08.07	09:30:00	3380.38	3386.23	3380.08	3385.47	3077	0	7
2025.08.07	09:45:00	3385.50	3387.86	3384.04	3387.77	3109	0	7
2025.08.07	10:00:00	3387.75	3388.48	3386.36	3387.93	3185	0	7
2025.08.07	10:15:00	3387.94	3393.84	3387.88	3392.32	3633	0	7
2025.08.07	10:30:00	3392.30	3396.40	3392.17	3394.84	5630	0	7
2025.08.07	10:45:00	3394.86	3397.45	3393.36	3396.13	4263	0	7
2025.08.07	11:00:00	3396.13	3396.55	3380.18	3381.59	6959	0	7
2025.08.07	11:15:00	3381.58	3381.94	3373.15	3374.43	6391	0	7
2025.08.07	11:30:00	3374.42	3379.58	3372.52	3378.45	5038	0	7
2025.08.07	11:45:00	3378.49	3382.41	3377.54	3378.18	5415	0	7
2025.08.07	12:00:00	3378.23	3381.39	3376.48	3380.87	4757	0	7
2025.08.07	12:15:00	3380.88	3381.30	3376.51	3376.89	5016	0	7
2025.08.07	12:30:00	3376.87	3378.55	3373.33	3378.50	4961	0	7
2025.08.07	12:45:00	3378.42	3380.61	3376.36	3376.67	3638	0	7
2025.08.07	13:00:00	3376.66	3377.74	3374.56	3377.74	3712	0	7
2025.08.07	13:15:00	3377.70	3378.88	3374.50	3374.57	3372	0	7
2025.08.07	13:30:00	3374.53	3378.29	3374.41	3377.44	3813	0	7
2025.08.07	13:45:00	3377.44	3377.44	3371.82	3373.02	3768	0	7
2025.08.07	14:00:00	3373.05	3380.31	3371.80	3380.28	4594	0	7
2025.08.07	14:15:00	3380.27	3383.11	3379.03	3382.02	5217	0	7
2025.08.07	14:30:00	3381.92	3383.25	3375.98	3379.03	5709	0	7
2025.08.07	14:45:00	3379.06	3379.31	3376.39	3378.27	4744	0	7
2025.08.07	15:00:00	3378.27	3380.43	3375.27	3376.41	4420	0	7
2025.08.07	15:15:00	3376.42	3382.00	3376.35	3381.82	4175	0	7
2025.08.07	15:30:00	3382.02	3389.83	3382.02	3385.08	5499	0	7
2025.08.07	15:45:00	3385.12	3385.22	3379.87	3380.79	5887	0	7
2025.08.07	16:00:00	3380.82	3385.41	3380.07	3384.76	5373	0	7
2025.08.07	16:15:00	3384.77	3387.54	3382.39	3386.70	5087	0	7
2025.08.07	16:30:00	3386.66	3391.16	3385.98	3390.55	7193	0	7
2025.08.07	16:45:00	3390.56	3393.83	3384.85	3385.04	6828	0	7
2025.08.07	17:00:00	3385.03	3390.19	3374.71	3390.19	8303	0	7
2025.08.07	17:15:00	3390.22	3390.35	3379.57	3382.22	7771	0	7
2025.08.07	17:30:00	3382.16	3389.33	3380.76	3387.45	6610	0	7
2025.08.07	17:45:00	3387.42	3389.38	3385.78	3387.85	5542	0	7
2025.08.07	18:00:00	3387.94	3390.09	3386.79	3389.47	5130	0	7
2025.08.07	18:15:00	3389.47	3390.38	3384.43	3386.00	4172	0	7
2025.08.07	18:30:00	3386.00	3388.70	3385.30	3386.20	3471	0	7
2025.08.07	18:45:00	3386.20	3390.92	3386.15	3390.17	3415	0	7
2025.08.07	19:00:00	3390.17	3392.66	3390.17	3390.79	3895	0	7
2025.08.07	19:15:00	3390.79	3391.62	3389.41	3389.84	2862	0	7
2025.08.07	19:30:00	3389.83	3390.32	3387.14	3388.43	2830	0	7
2025.08.07	19:45:00	3388.45	3390.14	3388.03	3388.80	2024	0	7
2025.08.07	20:00:00	3388.80	3388.96	3384.89	3385.58	3748	0	7
2025.08.07	20:15:00	3385.51	3389.14	3384.39	3388.98	4214	0	7
2025.08.07	20:30:00	3388.98	3392.32	3388.13	3391.75	3108	0	7
2025.08.07	20:45:00	3391.75	3393.09	3391.71	3392.29	2363	0	7
2025.08.07	21:00:00	3392.30	3394.02	3391.39	3391.42	2659	0	7
2025.08.07	21:15:00	3391.41	3392.42	3389.12	3389.22	2890	0	7
2025.08.07	21:30:00	3389.23	3391.04	3388.40	3389.13	3070	0	7
2025.08.07	21:45:00	3389.13	3390.10	3387.66	3388.19	2485	0	7
2025.08.07	22:00:00	3388.20	3389.66	3387.32	3388.95	2370	0	7
2025.08.07	22:15:00	3388.95	3390.26	3388.74	3389.88	2339	0	7
2025.08.07	22:30:00	3389.87	3399.94	3389.87	3399.57	6177	0	7
2025.08.07	22:45:00	3399.60	3400.84	3396.96	3399.85	4988	0	7
2025.08.07	23:00:00	3399.81	3400.91	3398.00	3400.15	3931	0	7
2025.08.07	23:15:00	3400.14	3401.73	3399.54	3401.22	2644	0	7
2025.08.07	23:30:00	3401.21	3401.94	3397.03	3399.05	3577	0	7
2025.08.07	23:45:00	3399.05	3399.21	3392.51	3396.62	3958	0	7
2025.08.08	01:00:00	3402.54	3409.04	3391.15	3393.52	4719	0	7
2025.08.08	01:15:00	3393.58	3395.12	3389.03	3392.82	3664	0	7
2025.08.08	01:30:00	3392.81	3403.98	3390.43	3401.69	4086	0	7
2025.08.08	01:45:00	3401.69	3406.74	3394.32	3404.99	3335	0	7
2025.08.08	02:00:00	3405.10	3408.00	3397.94	3399.59	1957	0	7
2025.08.08	02:15:00	3399.77	3401.45	3397.53	3398.37	1798	0	7
2025.08.08	02:30:00	3398.29	3402.29	3396.93	3401.14	1603	0	7
2025.08.08	02:45:00	3401.26	3402.39	3397.51	3400.54	2594	0	7
2025.08.08	03:00:00	3400.55	3402.53	3397.58	3399.92	7373	0	7
2025.08.08	03:15:00	3399.99	3400.18	3391.20	3392.06	6493	0	7
2025.08.08	03:30:00	3391.97	3394.29	3389.61	3394.08	6103	0	7
2025.08.08	03:45:00	3393.99	3395.46	3387.61	3390.13	6531	0	7
2025.08.08	04:00:00	3389.74	3390.98	3382.85	3384.58	7064	0	7
2025.08.08	04:15:00	3384.76	3385.68	3381.81	3384.74	6437	0	7
2025.08.08	04:30:00	3384.67	3385.48	3381.23	3383.14	5316	0	7
2025.08.08	04:45:00	3383.17	3385.60	3382.53	3383.62	5050	0	7
2025.08.08	05:00:00	3383.49	3387.73	3383.25	3387.39	4668	0	7
2025.08.08	05:15:00	3387.40	3388.38	3386.15	3386.79	4002	0	7
2025.08.08	05:30:00	3386.77	3389.91	3386.26	3388.86	4934	0	7
2025.08.08	05:45:00	3388.85	3389.86	3387.79	3388.47	4643	0	7
2025.08.08	06:00:00	3388.46	3388.69	3383.62	3386.25	5585	0	7
2025.08.08	06:15:00	3386.21	3389.79	3384.91	3388.88	4793	0	7
2025.08.08	06:30:00	3388.88	3397.80	3388.56	3396.06	5873	0	7
2025.08.08	06:45:00	3396.02	3396.94	3394.43	3395.93	5216	0	7
2025.08.08	07:00:00	3395.92	3397.29	3395.07	3396.63	3954	0	7
2025.08.08	07:15:00	3396.63	3399.16	3395.89	3397.84	3655	0	7
2025.08.08	07:30:00	3398.01	3398.80	3396.01	3397.64	4040	0	7
2025.08.08	07:45:00	3397.75	3399.34	3393.46	3394.32	4408	0	7
2025.08.08	08:00:00	3394.35	3396.05	3392.62	3394.24	4110	0	7
2025.08.08	08:15:00	3394.25	3395.82	3390.99	3391.99	3837	0	7
2025.08.08	08:30:00	3391.93	3393.86	3390.04	3392.32	4063	0	7
