<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.08.01	15:30:00	3302.07	3340.78	3301.97	3339.10	9154	0	7
2025.08.01	15:45:00	3338.94	3345.22	3335.52	3341.27	8171	0	7
2025.08.01	16:00:00	3341.27	3351.03	3339.58	3350.93	7754	0	7
2025.08.01	16:15:00	3350.97	3354.77	3349.21	3351.82	7266	0	7
2025.08.01	16:30:00	3351.81	3353.35	3342.13	3348.02	7922	0	7
2025.08.01	16:45:00	3347.98	3350.03	3338.88	3342.37	7033	0	7
2025.08.01	17:00:00	3342.20	3351.70	3342.20	3348.94	8032	0	7
2025.08.01	17:15:00	3348.99	3355.10	3345.36	3346.01	7019	0	7
2025.08.01	17:30:00	3346.00	3346.74	3341.36	3344.96	6517	0	7
2025.08.01	17:45:00	3344.83	3347.79	3341.43	3345.88	5779	0	7
2025.08.01	18:00:00	3345.88	3350.59	3341.65	3349.33	5541	0	7
2025.08.01	18:15:00	3349.35	3351.09	3348.71	3349.58	5223	0	7
2025.08.01	18:30:00	3349.59	3351.26	3346.99	3348.83	4972	0	7
2025.08.01	18:45:00	3348.77	3350.54	3347.37	3348.60	4010	0	7
2025.08.01	19:00:00	3348.61	3349.48	3344.35	3345.57	3758	0	7
2025.08.01	19:15:00	3345.57	3346.23	3340.73	3341.20	4307	0	7
2025.08.01	19:30:00	3341.20	3343.66	3340.60	3342.61	3541	0	7
2025.08.01	19:45:00	3342.61	3348.86	3341.08	3347.37	4150	0	7
2025.08.01	20:00:00	3347.38	3349.45	3346.67	3346.68	3997	0	7
2025.08.01	20:15:00	3346.69	3349.13	3345.62	3347.48	3510	0	7
2025.08.01	20:30:00	3347.45	3349.26	3346.95	3347.98	3220	0	7
2025.08.01	20:45:00	3348.04	3348.60	3347.17	3348.20	2384	0	7
2025.08.01	21:00:00	3348.22	3349.92	3345.92	3348.36	2822	0	7
2025.08.01	21:15:00	3348.37	3349.55	3346.48	3349.34	2968	0	7
2025.08.01	21:30:00	3349.32	3351.18	3348.17	3350.89	2550	0	7
2025.08.01	21:45:00	3350.89	3351.35	3347.51	3347.67	2777	0	7
2025.08.01	22:00:00	3347.68	3349.86	3347.66	3349.21	2428	0	7
2025.08.01	22:15:00	3349.20	3351.25	3348.65	3351.09	2074	0	7
2025.08.01	22:30:00	3351.09	3361.05	3350.99	3360.34	5477	0	7
2025.08.01	22:45:00	3360.35	3361.32	3356.57	3357.25	4575	0	7
2025.08.01	23:00:00	3357.23	3360.19	3357.08	3360.15	2189	0	7
2025.08.01	23:15:00	3360.18	3360.95	3359.81	3360.44	1401	0	7
2025.08.01	23:30:00	3360.44	3362.78	3360.40	3362.68	1822	0	7
2025.08.01	23:45:00	3362.69	3363.54	3361.79	3362.58	1753	0	7
2025.08.04	01:00:00	3364.91	3369.23	3360.14	3360.44	3165	0	7
2025.08.04	01:15:00	3360.43	3361.68	3359.11	3360.69	2228	0	7
2025.08.04	01:30:00	3360.71	3360.81	3357.66	3360.04	2028	0	7
2025.08.04	01:45:00	3360.00	3360.11	3358.29	3359.14	1528	0	7
2025.08.04	02:00:00	3359.14	3359.46	3357.84	3358.41	1492	0	7
2025.08.04	02:15:00	3358.40	3358.40	3354.64	3356.05	1771	0	7
2025.08.04	02:30:00	3356.05	3358.88	3356.04	3357.82	1296	0	7
2025.08.04	02:45:00	3357.81	3362.13	3357.60	3362.07	2103	0	7
2025.08.04	03:00:00	3362.07	3362.38	3356.17	3356.27	3374	0	7
2025.08.04	03:15:00	3356.28	3356.94	3354.55	3355.55	2427	0	7
2025.08.04	03:30:00	3355.57	3355.57	3351.79	3352.35	3004	0	7
2025.08.04	03:45:00	3352.39	3353.09	3350.27	3352.22	2995	0	7
2025.08.04	04:00:00	3352.20	3353.68	3349.49	3349.68	4270	0	7
2025.08.04	04:15:00	3349.68	3351.36	3345.11	3347.63	3747	0	7
2025.08.04	04:30:00	3347.63	3350.38	3346.67	3349.25	3768	0	7
2025.08.04	04:45:00	3349.24	3353.33	3348.99	3352.30	2773	0	7
2025.08.04	05:00:00	3352.30	3352.86	3350.32	3351.14	2665	0	7
2025.08.04	05:15:00	3351.13	3355.30	3351.03	3354.15	2481	0	7
2025.08.04	05:30:00	3354.14	3354.14	3352.15	3353.52	2232	0	7
2025.08.04	05:45:00	3353.53	3354.86	3352.60	3354.35	2188	0	7
2025.08.04	06:00:00	3354.36	3357.75	3354.34	3355.89	3222	0	7
2025.08.04	06:15:00	3355.90	3357.54	3354.46	3356.95	2222	0	7
2025.08.04	06:30:00	3356.99	3358.21	3355.63	3357.91	2062	0	7
2025.08.04	06:45:00	3357.91	3360.88	3357.82	3360.36	2213	0	7
2025.08.04	07:00:00	3360.36	3361.13	3360.04	3361.07	1439	0	7
2025.08.04	07:15:00	3361.07	3361.42	3360.46	3360.97	1473	0	7
2025.08.04	07:30:00	3361.00	3362.21	3359.65	3360.70	2002	0	7
2025.08.04	07:45:00	3360.74	3361.08	3358.80	3359.00	1791	0	7
2025.08.04	08:00:00	3359.00	3361.03	3358.87	3359.93	1476	0	7
2025.08.04	08:15:00	3359.93	3360.80	3358.17	3358.88	2143	0	7
2025.08.04	08:30:00	3358.89	3359.50	3355.56	3356.87	2382	0	7
2025.08.04	08:45:00	3356.87	3357.92	3356.17	3357.57	2183	0	7
2025.08.04	09:00:00	3357.58	3360.94	3355.57	3359.18	3497	0	7
2025.08.04	09:15:00	3359.16	3359.36	3353.57	3353.71	2642	0	7
2025.08.04	09:30:00	3353.74	3360.77	3353.74	3360.22	3429	0	7
2025.08.04	09:45:00	3360.22	3362.64	3359.94	3362.60	2957	0	7
2025.08.04	10:00:00	3362.54	3362.54	3359.09	3361.30	3286	0	7
2025.08.04	10:15:00	3361.30	3361.61	3353.27	3353.80	3265	0	7
2025.08.04	10:30:00	3353.83	3356.59	3351.76	3354.99	3670	0	7
2025.08.04	10:45:00	3355.00	3356.12	3353.58	3355.91	3000	0	7
2025.08.04	11:00:00	3355.94	3357.08	3354.14	3356.36	3230	0	7
2025.08.04	11:15:00	3356.36	3359.88	3356.24	3358.94	2660	0	7
2025.08.04	11:30:00	3358.92	3359.30	3357.04	3358.38	2962	0	7
2025.08.04	11:45:00	3358.39	3359.85	3358.04	3358.51	2562	0	7
2025.08.04	12:00:00	3358.51	3361.18	3358.17	3359.34	2763	0	7
2025.08.04	12:15:00	3359.33	3361.84	3357.97	3361.07	2453	0	7
2025.08.04	12:30:00	3361.06	3361.18	3357.76	3359.38	2740	0	7
2025.08.04	12:45:00	3359.37	3359.62	3356.99	3358.03	2230	0	7
2025.08.04	13:00:00	3358.04	3358.93	3356.78	3358.12	2401	0	7
2025.08.04	13:15:00	3358.12	3358.42	3352.98	3356.51	2497	0	7
2025.08.04	13:30:00	3356.48	3358.43	3356.25	3358.11	2303	0	7
